,Crime Type,Loss Amount,state,year,url
1857,Crimes Against Children,0,Maine,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1858,Criminal Forums,0,Maine,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1859,Denial of Service,2100,Maine,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1860,Employment,59943,Maine,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1861,Extortion,11800,Maine,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1862,Gambling,0,Maine,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1863,Government Impersonation,57154,Maine,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1864,Hacktivist,0,Maine,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1865,Harassment/Threats of Violence,7890,Maine,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1866,,,Maine,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1867,Descriptors*,,Maine,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1868,Social Media,56171,Maine,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1869,"*These descriptors relate to the medium or tool used to facilitate the crime, and are used by the IC3 for tracking purposes only. They are available only after another crime type has been selected.",,Maine,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1870,Health Care Related,0,Maine,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1871,IPR/Copyright and Counterfeit,916,Maine,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1872,Identity Theft,100848,Maine,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1873,Investment,32362,Maine,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1874,Lottery/Sweepstakes,90894,Maine,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1875,Malware/Scareware,500,Maine,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1876,Misrepresentation,16208,Maine,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1877,No Lead Value,0,Maine,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1878,Non-payment/Non-Delivery,182157,Maine,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1879,Other,20492,Maine,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1880,Personal Data Breach,161127,Maine,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1881,Phishing/Vishing/Smishing/Pharming,12493,Maine,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1882,Ransomware,500,Maine,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1883,Re-shipping,2500,Maine,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1884,Real Estate/Rental,31891,Maine,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1885,Tech Support,10867,Maine,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1886,Terrorism,0,Maine,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1887,Virus,625,Maine,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1888,,,Maine,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1890,Virtual Currency,50,Maine,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1892,419/Overpayment,28677,Maine,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1893,Advanced Fee,50553,Maine,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1894,Auction,29984,Maine,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1895,BEC/EAC,41218,Maine,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1898,Confidence Fraud/Romance,122905,Maine,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1899,Corporate Data Breach,0,Maine,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1900,Credit Card Fraud,94684,Maine,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1903,Denial of Service,0,Maine,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1904,Employment,7280,Maine,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1905,Extortion,2300,Maine,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1907,Government Impersonation,0,Maine,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1909,Harassment/Threats of Violence,0,Maine,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1912,Social Media,18350,Maine,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1915,IPR/Copyright and Counterfeit,0,Maine,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1916,Identity Theft,995,Maine,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1917,Investment,0,Maine,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1918,Lottery/Sweepstakes,45700,Maine,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1919,Malware/Scareware,331,Maine,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1920,Misrepresentation,750,Maine,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1922,Non-payment/Non-Delivery,182089,Maine,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1923,Other,2542,Maine,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1924,Personal Data Breach,10254,Maine,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1925,Phishing/Vishing/Smishing/Pharming,513,Maine,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1926,Ransomware,799,Maine,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1927,Re-shipping,0,Maine,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1928,Real Estate/Rental,6236,Maine,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1929,Tech Support,21059,Maine,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1931,Virus,0,Maine,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1934,Virtual Currency,0,Maine,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1936,419/Overpayment,450698,Maryland,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1937,Advanced Fee,622154,Maryland,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1938,Auction,309381,Maryland,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1939,BEC/EAC,11964669,Maryland,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1940,Charity,14016,Maryland,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1941,Civil Matter,13385,Maryland,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1942,Confidence Fraud/Romance,4592479,Maryland,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1943,Corporate Data Breach,7712577,Maryland,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1944,Credit Card Fraud,836225,Maryland,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1945,Crimes Against Children,170,Maryland,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1946,Criminal Forums,0,Maryland,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1947,Denial of Service,200,Maryland,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1948,Employment,404151,Maryland,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1949,Extortion,297251,Maryland,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1950,Gambling,0,Maryland,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1951,Government Impersonation,295120,Maryland,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1952,Hacktivist,0,Maryland,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1953,Harassment/Threats of Violence,66524,Maryland,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1954,,,Maryland,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1955,Descriptors*,,Maryland,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1956,Social Media,641366,Maryland,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1957,"*These descriptors relate to the medium or tool used to facilitate the crime, and are used by the IC3 for tracking purposes only. They are available only after another crime type has been selected.",,Maryland,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1958,Health Care Related,5304,Maryland,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1959,IPR/Copyright and Counterfeit,11130,Maryland,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1960,Identity Theft,646313,Maryland,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1961,Investment,671422,Maryland,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1962,Lottery/Sweepstakes,206106,Maryland,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1963,Malware/Scareware,6687,Maryland,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1964,Misrepresentation,143299,Maryland,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1965,No Lead Value,0,Maryland,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1966,Non-payment/Non-Delivery,2064365,Maryland,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1967,Other,650902,Maryland,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1968,Personal Data Breach,614877,Maryland,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1969,Phishing/Vishing/Smishing/Pharming,232947,Maryland,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1970,Ransomware,37390,Maryland,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1971,Re-shipping,20028,Maryland,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1972,Real Estate/Rental,1350214,Maryland,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1973,Tech Support,134235,Maryland,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1974,Terrorism,0,Maryland,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1975,Virus,18462,Maryland,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1976,,,Maryland,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1978,Virtual Currency,36325,Maryland,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1980,419/Overpayment,418681,Maryland,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1981,Advanced Fee,614246,Maryland,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1982,Auction,211565,Maryland,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1983,BEC/EAC,2073826,Maryland,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1984,Charity,4700,Maryland,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1985,Civil Matter,32045,Maryland,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1986,Confidence Fraud/Romance,1601802,Maryland,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1987,Corporate Data Breach,120970,Maryland,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1988,Credit Card Fraud,227990,Maryland,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1989,Crimes Against Children,0,Maryland,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1991,Denial of Service,135,Maryland,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1992,Employment,486557,Maryland,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1993,Extortion,127295,Maryland,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1995,Government Impersonation,24810,Maryland,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
1997,Harassment/Threats of Violence,38113,Maryland,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
2000,Social Media,350243,Maryland,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
2002,Health Care Related,5610,Maryland,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
2003,IPR/Copyright and Counterfeit,5673,Maryland,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
2004,Identity Theft,211456,Maryland,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
2005,Investment,75685,Maryland,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
2006,Lottery/Sweepstakes,165225,Maryland,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
2007,Malware/Scareware,24256,Maryland,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
2008,Misrepresentation,44646,Maryland,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
2010,Non-payment/Non-Delivery,1985170,Maryland,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
2011,Other,121769,Maryland,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
2012,Personal Data Breach,140119,Maryland,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
2013,Phishing/Vishing/Smishing/Pharming,299349,Maryland,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
2014,Ransomware,0,Maryland,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
2015,Re-shipping,2568,Maryland,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
2016,Real Estate/Rental,945519,Maryland,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
2017,Tech Support,44755,Maryland,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
2019,Virus,6899,Maryland,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
2022,Virtual Currency,0,Maryland,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
2024,419/Overpayment,785298,Massachusetts,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
2025,Advanced Fee,608390,Massachusetts,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
2026,Auction,248849,Massachusetts,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
2027,BEC/EAC,11083221,Massachusetts,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
2028,Charity,4040,Massachusetts,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
2029,Civil Matter,25194,Massachusetts,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
2030,Confidence Fraud/Romance,2052581,Massachusetts,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
2031,Corporate Data Breach,651508,Massachusetts,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
2032,Credit Card Fraud,1497465,Massachusetts,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
2033,Crimes Against Children,0,Massachusetts,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
2034,Criminal Forums,0,Massachusetts,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
2035,Denial of Service,33,Massachusetts,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
2036,Employment,755522,Massachusetts,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
2037,Extortion,250594,Massachusetts,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
2038,Gambling,0,Massachusetts,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
2039,Government Impersonation,97047,Massachusetts,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
2040,Hacktivist,0,Massachusetts,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
2041,Harassment/Threats of Violence,134397,Massachusetts,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
2042,,,Massachusetts,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
2043,Descriptors*,,Massachusetts,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
2044,Social Media,531805,Massachusetts,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
2045,"*These descriptors relate to the medium or tool used to facilitate the crime, and are used by the IC3 for tracking purposes only. They are available only after another crime type has been selected.",,Massachusetts,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
2046,Health Care Related,198,Massachusetts,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
2047,IPR/Copyright and Counterfeit,30283,Massachusetts,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
2048,Identity Theft,1519949,Massachusetts,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
2049,Investment,177130,Massachusetts,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
2050,Lottery/Sweepstakes,42691,Massachusetts,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
2051,Malware/Scareware,85458,Massachusetts,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
2052,Misrepresentation,127135,Massachusetts,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
2053,No Lead Value,0,Massachusetts,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
2054,Non-payment/Non-Delivery,1716945,Massachusetts,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
2055,Other,131084,Massachusetts,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
2056,Personal Data Breach,990570,Massachusetts,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
2057,Phishing/Vishing/Smishing/Pharming,1803718,Massachusetts,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
2058,Ransomware,10800,Massachusetts,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
2059,Re-shipping,187545,Massachusetts,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
